"disturbance","time","pine","wetland","Occu","OccuLower","OccuUpper"
"well",4,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",4,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",5,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",5,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",5,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",5,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",6,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",6,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",6,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",6,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",7,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",7,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",7,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",7,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",8,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",8,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",8,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",8,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",9,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",9,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",9,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",9,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",10,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",10,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",10,0.9,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",10,0.9,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
"well",11,0.1,0.1,0.0562598133365121,0.00877959892518895,0.286338384526896
"well",11,0.1,0.9,0.126962071800748,0.0302456877600633,0.404080354372097
